"station1","station2","connected"
"Commerce","Jussieu",FALSE
"École Militaire","Jussieu",FALSE
"La Tour-Maubourg","Jussieu",FALSE
"Invalides","Jussieu",FALSE
"Madeleine","Jussieu",FALSE
"Richelieu - Drouot","Jussieu",FALSE
"Grands Boulevards","Jussieu",FALSE
"Bonne Nouvelle","Jussieu",FALSE
"Filles du Calvaire","Jussieu",FALSE
"Saint-Sébastien - Froissart","Jussieu",FALSE
"Ledru-Rollin","Jussieu",FALSE
"Faidherbe - Chaligny","Jussieu",FALSE
"Montgallet","Jussieu",FALSE
"Michel Bizot","Jussieu",FALSE
"Porte Dorée","Jussieu",FALSE
"Porte de Charenton","Jussieu",FALSE
"Liberté","Jussieu",FALSE
"Charenton - Écoles","Jussieu",FALSE
"École Vétérinaire de Maisons-Alfort","Jussieu",FALSE
"Maisons-Alfort - Stade","Jussieu",FALSE
"Maisons-Alfort - Les Juilliottes","Jussieu",FALSE
"Créteil - L'Échat","Jussieu",FALSE
"Créteil - Université","Jussieu",FALSE
"Créteil - Préfecture","Jussieu",FALSE
"Pont de Sèvres","Jussieu",FALSE
"Billancourt","Jussieu",FALSE
"Marcel Sembat","Jussieu",FALSE
"Porte de Saint-Cloud","Jussieu",FALSE
"Exelmans","Jussieu",FALSE
"Michel-Ange - Molitor","Jussieu",FALSE
"Michel-Ange - Auteuil","Jussieu",FALSE
"Jasmin","Jussieu",FALSE
"Ranelagh","Jussieu",FALSE
"La Muette","Jussieu",FALSE
"Rue de la Pompe","Jussieu",FALSE
"Iéna","Jussieu",FALSE
"Alma - Marceau","Jussieu",FALSE
"Saint-Philippe du Roule","Jussieu",FALSE
"Miromesnil","Jussieu",FALSE
"Saint-Augustin","Jussieu",FALSE
"Rue des Boulets","Jussieu",FALSE
"Buzenval","Jussieu",FALSE
"Maraîchers","Jussieu",FALSE
"Porte de Montreuil","Jussieu",FALSE
"Robespierre","Jussieu",FALSE
"Croix de Chavaux","Jussieu",FALSE
"Mairie de Montreuil","Jussieu",FALSE
"Boulogne - Pont de Saint-Cloud","Jussieu",FALSE
"Boulogne - Jean Jaurès","Jussieu",FALSE
"Chardon-Lagache","Jussieu",FALSE
"Église d'Auteuil","Jussieu",FALSE
"Mirabeau","Jussieu",FALSE
"Javel - André Citroën","Jussieu",FALSE
"Charles Michels","Jussieu",FALSE
"Avenue Émile Zola","Jussieu",FALSE
"Ségur","Jussieu",FALSE
"Duroc","Jussieu",FALSE
"Vaneau","Jussieu",FALSE
"Sèvres - Babylone","Jussieu",FALSE
"Mabillon","Jussieu",FALSE
"Cluny - La Sorbonne","Jussieu",FALSE
"Maubert - Mutualité","Jussieu",FALSE
"Cardinal Lemoine","Jussieu",TRUE
"Rambuteau","Jussieu",FALSE
"Goncourt","Jussieu",FALSE
"Pyrénées","Jussieu",FALSE
"Jourdain","Jussieu",FALSE
"Place des Fêtes","Jussieu",FALSE
"Télégraphe","Jussieu",FALSE
"Porte des Lilas","Jussieu",FALSE
"Mairie des Lilas","Jussieu",FALSE
"Serge Gainsbourg","Jussieu",FALSE
"Romainville - Carnot","Jussieu",FALSE
"Montreuil - Hôpital","Jussieu",FALSE
"La Dhuys","Jussieu",FALSE
"Coteaux - Beauclair","Jussieu",FALSE
"Rosny-Bois-Perrier","Jussieu",FALSE
"Aubervilliers - Front Populaire","Jussieu",FALSE
"Porte de la Chapelle","Jussieu",FALSE
"Marx Dormoy","Jussieu",FALSE
"Jules Joffrin","Jussieu",FALSE
"Lamarck - Caulaincourt","Jussieu",FALSE
"Abbesses","Jussieu",FALSE
"Saint-Georges","Jussieu",FALSE
"Notre-Dame-de-Lorette","Jussieu",FALSE
"Trinité - d'Estienne d'Orves","Jussieu",FALSE
"Assemblée Nationale","Jussieu",FALSE
"Solférino","Jussieu",FALSE
"Rue du Bac","Jussieu",FALSE
"Rennes","Jussieu",FALSE
"Notre-Dame-des-Champs","Jussieu",FALSE
"Falguière","Jussieu",FALSE
"Volontaires","Jussieu",FALSE
"Vaugirard","Jussieu",FALSE
"Convention","Jussieu",FALSE
"Porte de Versailles","Jussieu",FALSE
"Corentin Celton","Jussieu",FALSE
"Mairie d'Issy","Jussieu",FALSE
"Saint-Denis – Pleyel","Jussieu",FALSE
"Mairie de Saint-Ouen","Jussieu",FALSE
"Porte de Clichy","Jussieu",FALSE
"Pont Cardinet","Jussieu",FALSE
"Cour Saint-Émilion","Jussieu",FALSE
"Bibliothèque François Mitterrand","Jussieu",FALSE
"Olympiades","Jussieu",FALSE
" Hôpital Bicêtre","Jussieu",FALSE
"Villejuif – Gustave Roussy","Jussieu",FALSE
"L'Haÿ-les-Roses","Jussieu",FALSE
"Chevilly-Larue","Jussieu",FALSE
"Thiais-Orly","Jussieu",FALSE
"Aéroport d'Orly","Jussieu",FALSE
"Saint-Fargeau","Jussieu",FALSE
"Pelleport","Jussieu",FALSE
"Bolivar","Jussieu",FALSE
"Buttes Chaumont","Jussieu",FALSE
"Botzaris","Jussieu",FALSE
"Pré Saint-Gervais","Jussieu",FALSE
"Danube","Jussieu",FALSE
"La Fourche","Jussieu",FALSE
"Liège","Jussieu",FALSE
"Champs-Élysées – Clemenceau","Jussieu",FALSE
"Varenne","Jussieu",FALSE
"Saint-François-Xavier","Jussieu",FALSE
"Montparnasse – Bienvenüe","Jussieu",FALSE
"Gaîté","Jussieu",FALSE
"Pernety","Jussieu",FALSE
"Plaisance","Jussieu",FALSE
"Porte de Vanves","Jussieu",FALSE
"Malakoff – Plateau de Vanves","Jussieu",FALSE
"Malakoff – Rue Étienne Dolet","Jussieu",FALSE
"Châtillon – Montrouge","Jussieu",FALSE
"Brochant","Jussieu",FALSE
"Mairie de Clichy","Jussieu",FALSE
"Gabriel Péri","Jussieu",FALSE
"Les Agnettes","Jussieu",FALSE
"Les Courtilles","Jussieu",FALSE
"Guy Môquet","Jussieu",FALSE
"Porte de Saint-Ouen","Jussieu",FALSE
"Garibaldi","Jussieu",FALSE
"Carrefour Pleyel","Jussieu",FALSE
"Saint-Denis – Porte de Paris","Jussieu",FALSE
"Basilique de Saint-Denis","Jussieu",FALSE
"Saint-Denis – Université","Jussieu",FALSE
"La Défense - Grande Arche","Place Monge",FALSE
"Esplanade de la Défense","Place Monge",FALSE
"Pont de Neuilly","Place Monge",FALSE
"Les Sablons","Place Monge",FALSE
"Porte Maillot","Place Monge",FALSE
"Argentine","Place Monge",FALSE
"Charles de Gaulle - Étoile","Place Monge",FALSE
"George V","Place Monge",FALSE
"Franklin D. Roosevelt","Place Monge",FALSE
"Champs-Élysées - Clemenceau","Place Monge",FALSE
"Concorde","Place Monge",FALSE
"Tuileries","Place Monge",FALSE
"Palais Royal - Musée du Louvre","Place Monge",FALSE
"Louvre - Rivoli","Place Monge",FALSE
"Châtelet","Place Monge",FALSE
"Hôtel de Ville","Place Monge",FALSE
"Saint-Paul","Place Monge",FALSE
"Bastille","Place Monge",FALSE
"Gare de Lyon","Place Monge",FALSE
"Reuilly - Diderot","Place Monge",FALSE
"Nation","Place Monge",FALSE
"Porte de Vincennes","Place Monge",FALSE
"Saint-Mandé","Place Monge",FALSE
"Bérault","Place Monge",FALSE
"Château de Vincennes","Place Monge",FALSE
"Porte Dauphine","Place Monge",FALSE
"Victor Hugo","Place Monge",FALSE
"Ternes","Place Monge",FALSE
"Courcelles","Place Monge",FALSE
"Monceau","Place Monge",FALSE
"Villiers","Place Monge",FALSE
"Rome","Place Monge",FALSE
"Place de Clichy","Place Monge",FALSE
"Blanche","Place Monge",FALSE
"Pigalle","Place Monge",FALSE
"Anvers","Place Monge",FALSE
"Barbès - Rochechouart","Place Monge",FALSE
"La Chapelle","Place Monge",FALSE
"Stalingrad","Place Monge",FALSE
"Jaurès","Place Monge",FALSE
"Colonel Fabien","Place Monge",FALSE
"Belleville","Place Monge",FALSE
"Couronnes","Place Monge",FALSE
"Ménilmontant","Place Monge",FALSE
"Rue Saint-Maur","Place Monge",FALSE
"Parmentier","Place Monge",FALSE
"Richard-Lenoir","Place Monge",FALSE
"Bréguet - Sabin","Place Monge",FALSE
"Chemin Vert","Place Monge",FALSE
"Saint-Ambroise","Place Monge",FALSE
"Voltaire","Place Monge",FALSE
"Charonne","Place Monge",FALSE
